geneSymbol,diseaseName
ERAP2,"Diabetes Mellitus, Type 1"
ROBO3,"Diabetes Mellitus, Type 1"
OR5H5P,"Diabetes Mellitus, Type 1"
SUV39H2,"Diabetes Mellitus, Type 1"
PIP4K2C,"Diabetes Mellitus, Type 1"
DHDDS,"Diabetes Mellitus, Type 1"
PNPLA3,"Diabetes Mellitus, Type 1"
SETD7,"Diabetes Mellitus, Type 1"
NPL,"Diabetes Mellitus, Type 1"
SGPP1,"Diabetes Mellitus, Type 1"
ROPN1L,"Diabetes Mellitus, Type 1"
ABCC11,"Diabetes Mellitus, Type 1"
FMNL3,"Diabetes Mellitus, Type 1"
AP5B1,"Diabetes Mellitus, Type 1"
KIAA1919,"Diabetes Mellitus, Type 1"
MOGAT1,"Diabetes Mellitus, Type 1"
OR10T2,"Diabetes Mellitus, Type 1"
BHLHE23,"Diabetes Mellitus, Type 1"
OR6B1,"Diabetes Mellitus, Type 1"
PRSS58,"Diabetes Mellitus, Type 1"
PPIAP10,"Diabetes Mellitus, Type 1"
EFHB,"Diabetes Mellitus, Type 1"
GIMAP7,"Diabetes Mellitus, Type 1"
ASPM,"Diabetes Mellitus, Type 1"
GSDMA,"Diabetes Mellitus, Type 1"
SLC9C1,"Diabetes Mellitus, Type 1"
RNF180,"Diabetes Mellitus, Type 1"
NANOS2,"Diabetes Mellitus, Type 1"
VWA2,"Diabetes Mellitus, Type 1"
ACTBL2,"Diabetes Mellitus, Type 1"
H3F3AP5,"Diabetes Mellitus, Type 1"
THEMIS,"Diabetes Mellitus, Type 1"
ACT,"Diabetes Mellitus, Type 1"
MAFA,"Diabetes Mellitus, Type 1"
LOC390714,"Diabetes Mellitus, Type 1"
OR3A4P,"Diabetes Mellitus, Type 1"
MIR126,"Diabetes Mellitus, Type 1"
MIR210,"Diabetes Mellitus, Type 1"
MIR93,"Diabetes Mellitus, Type 1"
CCL3L3,"Diabetes Mellitus, Type 1"
BCL2L15,"Diabetes Mellitus, Type 1"
POTEKP,"Diabetes Mellitus, Type 1"
OR10J3,"Diabetes Mellitus, Type 1"
OR14J1,"Diabetes Mellitus, Type 1"
BW35,"Diabetes Mellitus, Type 1"
POTEM,"Diabetes Mellitus, Type 1"
COMMD3-BMI1,"Diabetes Mellitus, Type 1"
OR3A5P,"Diabetes Mellitus, Type 1"
LOC102723996,"Diabetes Mellitus, Type 1"
LOC102724023,"Diabetes Mellitus, Type 1"
OPN1MW,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
OXTR,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
VWF,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
NAA10,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
OPN1MW2,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
LOC101060233,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
ABCA4,Diabetic Retinopathy
ALDH2,Diabetic Retinopathy
ANXA2,Diabetic Retinopathy
C5AR1,Diabetic Retinopathy
CYP2C19,Diabetic Retinopathy
ERCC1,Diabetic Retinopathy
ERCC4,Diabetic Retinopathy
FAAH,Diabetic Retinopathy
FGF3,Diabetic Retinopathy
FLT4,Diabetic Retinopathy
GABPA,Diabetic Retinopathy
GH1,Diabetic Retinopathy
GLUL,Diabetic Retinopathy
HGF,Diabetic Retinopathy
IDUA,Diabetic Retinopathy
MMP3,Diabetic Retinopathy
MMP10,Diabetic Retinopathy
NFE2L2,Diabetic Retinopathy
NID1,Diabetic Retinopathy
SERPINB2,Diabetic Retinopathy
PAX5,Diabetic Retinopathy
PLG,Diabetic Retinopathy
PTPN1,Diabetic Retinopathy
RAF1,Diabetic Retinopathy
RBP3,Diabetic Retinopathy
RBP4,Diabetic Retinopathy
RPE65,Diabetic Retinopathy
RS1,Diabetic Retinopathy
SELP,Diabetic Retinopathy
SLC12A3,Diabetic Retinopathy
SMPD1,Diabetic Retinopathy
SPARC,Diabetic Retinopathy
TCF7L2,Diabetic Retinopathy
TIMP1,Diabetic Retinopathy
UCP1,Diabetic Retinopathy
VIP,Diabetic Retinopathy
VWF,Diabetic Retinopathy
CTSF,Diabetic Retinopathy
ATP6AP2,Diabetic Retinopathy
SEMA3A,Diabetic Retinopathy
CARM1,Diabetic Retinopathy
TXNIP,Diabetic Retinopathy
NFAT5,Diabetic Retinopathy
MMRN1,Diabetic Retinopathy
SIRT1,Diabetic Retinopathy
CPAMD8,Diabetic Retinopathy
REM1,Diabetic Retinopathy
DYT10,Diabetic Retinopathy
CPVL,Diabetic Retinopathy
ARHGAP22,Diabetic Retinopathy
OR10R1P,Diabetic Retinopathy
SUV39H2,Diabetic Retinopathy
PLXDC2,Diabetic Retinopathy
PRRT2,Diabetic Retinopathy
MYSM1,Diabetic Retinopathy
OR10X1,Diabetic Retinopathy
OR1N1,Diabetic Retinopathy
FRMD3,Diabetic Retinopathy
H19,Diabetic Retinopathy
HCAR2,Diabetic Retinopathy
OR2AK2,Diabetic Retinopathy
MIR195,Diabetic Retinopathy
MIR200B,Diabetic Retinopathy
GCK,Diabetes in youth
HNF4A,Diabetes in youth
B2M,autoimmune diabetes
BAX,autoimmune diabetes
CALCA,autoimmune diabetes
CD1D,autoimmune diabetes
MS4A1,autoimmune diabetes
TNFRSF8,autoimmune diabetes
CTSL,autoimmune diabetes
ERBB3,autoimmune diabetes
FABP5,autoimmune diabetes
FCGR1A,autoimmune diabetes
GCK,autoimmune diabetes
HLA-B,autoimmune diabetes
HLA-DOA,autoimmune diabetes
HLA-DRB4,autoimmune diabetes
HP,autoimmune diabetes
AGFG1,autoimmune diabetes
ICAM1,autoimmune diabetes
IDDM3,autoimmune diabetes
IDDM4,autoimmune diabetes
IDDM6,autoimmune diabetes
IDDM14,autoimmune diabetes
IFNA1,autoimmune diabetes
IFNA13,autoimmune diabetes
IFNG,autoimmune diabetes
IGF1,autoimmune diabetes
IL1B,autoimmune diabetes
IL9,autoimmune diabetes
TNFRSF9,autoimmune diabetes
IL17A,autoimmune diabetes
LGALS3,autoimmune diabetes
MAFD2,autoimmune diabetes
MICE,autoimmune diabetes
NTRK1,autoimmune diabetes
SERPINA1,autoimmune diabetes
SLC3A2,autoimmune diabetes
STAT4,autoimmune diabetes
TPO,autoimmune diabetes
NR4A3,autoimmune diabetes
SLC7A5,autoimmune diabetes
CDR3,autoimmune diabetes
RIPK1,autoimmune diabetes
VPRBP,autoimmune diabetes
SH2B3,autoimmune diabetes
RALBP1,autoimmune diabetes
USP18,autoimmune diabetes
CLEC16A,autoimmune diabetes
CASP14,autoimmune diabetes
HSPA14,autoimmune diabetes
KRT20,autoimmune diabetes
RNANC,autoimmune diabetes
G6PC2,autoimmune diabetes
RPAIN,autoimmune diabetes
ATOH7,autoimmune diabetes
FABP5P1,autoimmune diabetes
LOC104968399,autoimmune diabetes
ANO1,Diabetic gastroparesis
HNF4A,"Maturity-Onset Diabetes of the Young, Type 3"
IGF1,"Maturity-Onset Diabetes of the Young, Type 3"
HCA1,"Maturity-Onset Diabetes of the Young, Type 3"
IGF2R,"Diabetes Mellitus, Insulin-Dependent, 8"
AKT2,Insulin resistant diabetes
CASR,Insulin resistant diabetes
FASN,Insulin resistant diabetes
LMNA,Insulin resistant diabetes
NOS3,Insulin resistant diabetes
PLIN1,Insulin resistant diabetes
CIDEC,Insulin resistant diabetes
SELE,Diabetic maculopathy
VCAM1,Diabetic maculopathy
AGTR1,Diabetic microangiopathy
ACE,Diabetic microangiopathy
IGF1,Diabetic microangiopathy
PON1,Diabetic microangiopathy
ADRB3,"Diabetes Mellitus, Lipoatrophic"
APRT,"Diabetes Mellitus, Lipoatrophic"
HNF4A,"Diabetes Mellitus, Lipoatrophic"
PDE3B,"Diabetes Mellitus, Lipoatrophic"
PPARG,"Diabetes Mellitus, Lipoatrophic"
NIDDM2,"Diabetes Mellitus, Insulin-Dependent, 2"
DMBT1,Diabetic foot ulcer
LEP,Diabetic foot ulcer
NTS,Diabetic foot ulcer
SAG,Diabetic foot ulcer
ADAM17,Diabetic foot ulcer
TIMP3,Diabetic foot ulcer
RNF7,Diabetic foot ulcer
SLC9A6,Diabetic foot ulcer
ACACA,"Diabetes Mellitus, Type 2"
ACVR2B,"Diabetes Mellitus, Type 2"
ADCYAP1,"Diabetes Mellitus, Type 2"
ADORA2B,"Diabetes Mellitus, Type 2"
ADORA3,"Diabetes Mellitus, Type 2"
ALDH3B1,"Diabetes Mellitus, Type 2"
ALOX15,"Diabetes Mellitus, Type 2"
AMY2A,"Diabetes Mellitus, Type 2"
FASLG,"Diabetes Mellitus, Type 2"
ABCC6,"Diabetes Mellitus, Type 2"
ARRB2,"Diabetes Mellitus, Type 2"
ATP6V0A1,"Diabetes Mellitus, Type 2"
BLK,"Diabetes Mellitus, Type 2"
BPI,"Diabetes Mellitus, Type 2"
C4A,"Diabetes Mellitus, Type 2"
C4B,"Diabetes Mellitus, Type 2"
CACNA1C,"Diabetes Mellitus, Type 2"
CACNB3,"Diabetes Mellitus, Type 2"
CAV1,"Diabetes Mellitus, Type 2"
RUNX1,"Diabetes Mellitus, Type 2"
CBR3,"Diabetes Mellitus, Type 2"
CD4,"Diabetes Mellitus, Type 2"
CDKN3,"Diabetes Mellitus, Type 2"
CEBPA,"Diabetes Mellitus, Type 2"
CEBPB,"Diabetes Mellitus, Type 2"
CES1,"Diabetes Mellitus, Type 2"
CFTR,"Diabetes Mellitus, Type 2"
CHGA,"Diabetes Mellitus, Type 2"
CHRM3,"Diabetes Mellitus, Type 2"
CHRNA4,"Diabetes Mellitus, Type 2"
CLCN5,"Diabetes Mellitus, Type 2"
CCR1,"Diabetes Mellitus, Type 2"
CNR2,"Diabetes Mellitus, Type 2"
COL8A1,"Diabetes Mellitus, Type 2"
COPA,"Diabetes Mellitus, Type 2"
COX5B,"Diabetes Mellitus, Type 2"
COX10,"Diabetes Mellitus, Type 2"
CRABP2,"Diabetes Mellitus, Type 2"
CREM,"Diabetes Mellitus, Type 2"
CSHL1,"Diabetes Mellitus, Type 2"
CTSL,"Diabetes Mellitus, Type 2"
DCN,"Diabetes Mellitus, Type 2"
DMD,"Diabetes Mellitus, Type 2"
SARDH,"Diabetes Mellitus, Type 2"
ATN1,"Diabetes Mellitus, Type 2"
DUSP6,"Diabetes Mellitus, Type 2"
TYMP,"Diabetes Mellitus, Type 2"
LPAR1,"Diabetes Mellitus, Type 2"
EEF1B2P2,"Diabetes Mellitus, Type 2"
EFNB2,"Diabetes Mellitus, Type 2"
EGR4,"Diabetes Mellitus, Type 2"
EIF4A2,"Diabetes Mellitus, Type 2"
MARK2,"Diabetes Mellitus, Type 2"
EPHX1,"Diabetes Mellitus, Type 2"
ESRRB,"Diabetes Mellitus, Type 2"
ETFA,"Diabetes Mellitus, Type 2"
EYA1,"Diabetes Mellitus, Type 2"
FABP5,"Diabetes Mellitus, Type 2"
FBN2,"Diabetes Mellitus, Type 2"
FCP1,"Diabetes Mellitus, Type 2"
FGFR1,"Diabetes Mellitus, Type 2"
FOXC1,"Diabetes Mellitus, Type 2"
NR5A1,"Diabetes Mellitus, Type 2"
G6PD,"Diabetes Mellitus, Type 2"
GAS6,"Diabetes Mellitus, Type 2"
GATA6,"Diabetes Mellitus, Type 2"
GH2,"Diabetes Mellitus, Type 2"
GJA4,"Diabetes Mellitus, Type 2"
GK,"Diabetes Mellitus, Type 2"
GLB1,"Diabetes Mellitus, Type 2"
GLUL,"Diabetes Mellitus, Type 2"
GPR35,"Diabetes Mellitus, Type 2"
GPR39,"Diabetes Mellitus, Type 2"
GRB2,"Diabetes Mellitus, Type 2"
GRN,"Diabetes Mellitus, Type 2"
GSTA4,"Diabetes Mellitus, Type 2"
HSD17B10,"Diabetes Mellitus, Type 2"
HADH,"Diabetes Mellitus, Type 2"
HCRT,"Diabetes Mellitus, Type 2"
HLA-DMA,"Diabetes Mellitus, Type 2"
HLA-DMB,"Diabetes Mellitus, Type 2"
HRC,"Diabetes Mellitus, Type 2"
PRMT1,"Diabetes Mellitus, Type 2"
HSPA4,"Diabetes Mellitus, Type 2"
IDDM16,"Diabetes Mellitus, Type 2"
IGFBP5,"Diabetes Mellitus, Type 2"
IL6ST,"Diabetes Mellitus, Type 2"
ILK,"Diabetes Mellitus, Type 2"
IMPA1,"Diabetes Mellitus, Type 2"
ITGAM,"Diabetes Mellitus, Type 2"
JAK2,"Diabetes Mellitus, Type 2"
KCNA2,"Diabetes Mellitus, Type 2"
KCNA3,"Diabetes Mellitus, Type 2"
KCNB1,"Diabetes Mellitus, Type 2"
KCNC4,"Diabetes Mellitus, Type 2"
KCNJ3,"Diabetes Mellitus, Type 2"
KCNJ10,"Diabetes Mellitus, Type 2"
KDR,"Diabetes Mellitus, Type 2"
KIR2DS1,"Diabetes Mellitus, Type 2"
KLK1,"Diabetes Mellitus, Type 2"
KRT31,"Diabetes Mellitus, Type 2"
STMN1,"Diabetes Mellitus, Type 2"
LCN2,"Diabetes Mellitus, Type 2"
LDHA,"Diabetes Mellitus, Type 2"
LIF,"Diabetes Mellitus, Type 2"
FADS3,"Diabetes Mellitus, Type 2"
SMAD4,"Diabetes Mellitus, Type 2"
SMAD7,"Diabetes Mellitus, Type 2"
MAN1A1,"Diabetes Mellitus, Type 2"
MAOA,"Diabetes Mellitus, Type 2"
ME1,"Diabetes Mellitus, Type 2"
MEN1,"Diabetes Mellitus, Type 2"
MME,"Diabetes Mellitus, Type 2"
MMP7,"Diabetes Mellitus, Type 2"
MPI,"Diabetes Mellitus, Type 2"
MT1B,"Diabetes Mellitus, Type 2"
MT1F,"Diabetes Mellitus, Type 2"
MT1G,"Diabetes Mellitus, Type 2"
MT1H,"Diabetes Mellitus, Type 2"
MT1JP,"Diabetes Mellitus, Type 2"
MT1M,"Diabetes Mellitus, Type 2"
MT1L,"Diabetes Mellitus, Type 2"
MT1X,"Diabetes Mellitus, Type 2"
MYL2,"Diabetes Mellitus, Type 2"
NM,"Diabetes Mellitus, Type 2"
NPR1,"Diabetes Mellitus, Type 2"
NPR2,"Diabetes Mellitus, Type 2"
YBX1,"Diabetes Mellitus, Type 2"
OAS1,"Diabetes Mellitus, Type 2"
OSM,"Diabetes Mellitus, Type 2"
OXA1L,"Diabetes Mellitus, Type 2"
P2RX7,"Diabetes Mellitus, Type 2"
P4HB,"Diabetes Mellitus, Type 2"
SERPINB2,"Diabetes Mellitus, Type 2"
PCOS1,"Diabetes Mellitus, Type 2"
PDK2,"Diabetes Mellitus, Type 2"
PGF,"Diabetes Mellitus, Type 2"
PHEX,"Diabetes Mellitus, Type 2"
PIK3C2A,"Diabetes Mellitus, Type 2"
PLA2G1B,"Diabetes Mellitus, Type 2"
PLAGL1,"Diabetes Mellitus, Type 2"
PLD1,"Diabetes Mellitus, Type 2"
PLEK,"Diabetes Mellitus, Type 2"
PLXNA2,"Diabetes Mellitus, Type 2"
PMM2,"Diabetes Mellitus, Type 2"
PNLIP,"Diabetes Mellitus, Type 2"
Sep.05,"Diabetes Mellitus, Type 2"
PPIA,"Diabetes Mellitus, Type 2"
PPOX,"Diabetes Mellitus, Type 2"
PPP1R2,"Diabetes Mellitus, Type 2"
PPP2R4,"Diabetes Mellitus, Type 2"
PSMB6,"Diabetes Mellitus, Type 2"
PTPN9,"Diabetes Mellitus, Type 2"
PTPRN,"Diabetes Mellitus, Type 2"
PTPRN2,"Diabetes Mellitus, Type 2"
RANGAP1,"Diabetes Mellitus, Type 2"
RIT2,"Diabetes Mellitus, Type 2"
ROCK1,"Diabetes Mellitus, Type 2"
RORA,"Diabetes Mellitus, Type 2"
RORC,"Diabetes Mellitus, Type 2"
RPL29,"Diabetes Mellitus, Type 2"
RPN2,"Diabetes Mellitus, Type 2"
RPS6KA3,"Diabetes Mellitus, Type 2"
CLIP1,"Diabetes Mellitus, Type 2"
SORT1,"Diabetes Mellitus, Type 2"
MSMO1,"Diabetes Mellitus, Type 2"
CCL4,"Diabetes Mellitus, Type 2"
CX3CL1,"Diabetes Mellitus, Type 2"
SDHB,"Diabetes Mellitus, Type 2"
SFRP4,"Diabetes Mellitus, Type 2"
SFRP5,"Diabetes Mellitus, Type 2"
SFTPD,"Diabetes Mellitus, Type 2"
SGCG,"Diabetes Mellitus, Type 2"
SLAMF1,"Diabetes Mellitus, Type 2"
SLC2A5,"Diabetes Mellitus, Type 2"
SOAT1,"Diabetes Mellitus, Type 2"
SORD,"Diabetes Mellitus, Type 2"
SORL1,"Diabetes Mellitus, Type 2"
ST13,"Diabetes Mellitus, Type 2"
STX4,"Diabetes Mellitus, Type 2"
SULT1A1,"Diabetes Mellitus, Type 2"
SYT4,"Diabetes Mellitus, Type 2"
ADAM17,"Diabetes Mellitus, Type 2"
TACR3,"Diabetes Mellitus, Type 2"
TAT,"Diabetes Mellitus, Type 2"
TEK,"Diabetes Mellitus, Type 2"
TEP1,"Diabetes Mellitus, Type 2"
TERF2,"Diabetes Mellitus, Type 2"
TLE1,"Diabetes Mellitus, Type 2"
TLL1,"Diabetes Mellitus, Type 2"
TLR5,"Diabetes Mellitus, Type 2"
TNFAIP3,"Diabetes Mellitus, Type 2"
TOP2A,"Diabetes Mellitus, Type 2"
TPO,"Diabetes Mellitus, Type 2"
TSC1,"Diabetes Mellitus, Type 2"
TUB,"Diabetes Mellitus, Type 2"
TXN,"Diabetes Mellitus, Type 2"
UGCG,"Diabetes Mellitus, Type 2"
UGT1A,"Diabetes Mellitus, Type 2"
VGF,"Diabetes Mellitus, Type 2"
VTN,"Diabetes Mellitus, Type 2"
CLIP2,"Diabetes Mellitus, Type 2"
XBP1P1,"Diabetes Mellitus, Type 2"
YY1,"Diabetes Mellitus, Type 2"
HBFQTL2,"Diabetes Mellitus, Type 2"
ZNF239,"Diabetes Mellitus, Type 2"
BRAP,"Diabetes Mellitus, Type 2"
FZD4,"Diabetes Mellitus, Type 2"
PLA2G10,"Diabetes Mellitus, Type 2"
DHX16,"Diabetes Mellitus, Type 2"
OGT,"Diabetes Mellitus, Type 2"
DGKE,"Diabetes Mellitus, Type 2"
DGKD,"Diabetes Mellitus, Type 2"
BLZF1,"Diabetes Mellitus, Type 2"
VAMP4,"Diabetes Mellitus, Type 2"
TNFSF14,"Diabetes Mellitus, Type 2"
TNFSF12,"Diabetes Mellitus, Type 2"
RIPK2,"Diabetes Mellitus, Type 2"
TMEM11,"Diabetes Mellitus, Type 2"
NR1I2,"Diabetes Mellitus, Type 2"
SELENBP1,"Diabetes Mellitus, Type 2"
RPL14,"Diabetes Mellitus, Type 2"
SLC7A7,"Diabetes Mellitus, Type 2"
USP2,"Diabetes Mellitus, Type 2"
SLC33A1,"Diabetes Mellitus, Type 2"
GPR55,"Diabetes Mellitus, Type 2"
CD163,"Diabetes Mellitus, Type 2"
MAP4K4,"Diabetes Mellitus, Type 2"
CHST3,"Diabetes Mellitus, Type 2"
GAL3ST1,"Diabetes Mellitus, Type 2"
GDF15,"Diabetes Mellitus, Type 2"
CCL4L2,"Diabetes Mellitus, Type 2"
BCAR1,"Diabetes Mellitus, Type 2"
GDF3,"Diabetes Mellitus, Type 2"
SOX13,"Diabetes Mellitus, Type 2"
BMS1,"Diabetes Mellitus, Type 2"
MAFB,"Diabetes Mellitus, Type 2"
THRAP3,"Diabetes Mellitus, Type 2"
NR1I3,"Diabetes Mellitus, Type 2"
HIPK3,"Diabetes Mellitus, Type 2"
RASGRP1,"Diabetes Mellitus, Type 2"
LRPPRC,"Diabetes Mellitus, Type 2"
ATP6AP2,"Diabetes Mellitus, Type 2"
SPRY2,"Diabetes Mellitus, Type 2"
TCIRG1,"Diabetes Mellitus, Type 2"
NOD1,"Diabetes Mellitus, Type 2"
NSA2,"Diabetes Mellitus, Type 2"
SPON2,"Diabetes Mellitus, Type 2"
C1D,"Diabetes Mellitus, Type 2"
HYOU1,"Diabetes Mellitus, Type 2"
PROCR,"Diabetes Mellitus, Type 2"
AGPAT1,"Diabetes Mellitus, Type 2"
NPC2,"Diabetes Mellitus, Type 2"
PDLIM5,"Diabetes Mellitus, Type 2"
EBP,"Diabetes Mellitus, Type 2"
LILRB1,"Diabetes Mellitus, Type 2"
ADAM28,"Diabetes Mellitus, Type 2"
EHD1,"Diabetes Mellitus, Type 2"
PRSS21,"Diabetes Mellitus, Type 2"
LIAS,"Diabetes Mellitus, Type 2"
BTN2A1,"Diabetes Mellitus, Type 2"
PTPRT,"Diabetes Mellitus, Type 2"
TREH,"Diabetes Mellitus, Type 2"
VASH1,"Diabetes Mellitus, Type 2"
MLXIP,"Diabetes Mellitus, Type 2"
SACM1L,"Diabetes Mellitus, Type 2"
NT5C2,"Diabetes Mellitus, Type 2"
WDTC1,"Diabetes Mellitus, Type 2"
SYT11,"Diabetes Mellitus, Type 2"
SIK2,"Diabetes Mellitus, Type 2"
DICER1,"Diabetes Mellitus, Type 2"
LPAR3,"Diabetes Mellitus, Type 2"
SMUG1,"Diabetes Mellitus, Type 2"
ZMYND8,"Diabetes Mellitus, Type 2"
BACE1,"Diabetes Mellitus, Type 2"
LY96,"Diabetes Mellitus, Type 2"
DIANPH,"Diabetes Mellitus, Type 2"
BRI3,"Diabetes Mellitus, Type 2"
TENM4,"Diabetes Mellitus, Type 2"
OR2L2,"Diabetes Mellitus, Type 2"
NUPR1,"Diabetes Mellitus, Type 2"
OR2T1,"Diabetes Mellitus, Type 2"
SESN1,"Diabetes Mellitus, Type 2"
BHLHE22,"Diabetes Mellitus, Type 2"
IGHV1-17,"Diabetes Mellitus, Type 2"
DLL1,"Diabetes Mellitus, Type 2"
SLC27A6,"Diabetes Mellitus, Type 2"
MYLIP,"Diabetes Mellitus, Type 2"
C18orf8,"Diabetes Mellitus, Type 2"
PADI1,"Diabetes Mellitus, Type 2"
ERO1L,"Diabetes Mellitus, Type 2"
EHD3,"Diabetes Mellitus, Type 2"
G0S2,"Diabetes Mellitus, Type 2"
IL22,"Diabetes Mellitus, Type 2"
DYT10,"Diabetes Mellitus, Type 2"
F11R,"Diabetes Mellitus, Type 2"
SBDS,"Diabetes Mellitus, Type 2"
NT5C3A,"Diabetes Mellitus, Type 2"
DACT1,"Diabetes Mellitus, Type 2"
POMP,"Diabetes Mellitus, Type 2"
ISYNA1,"Diabetes Mellitus, Type 2"
LARS,"Diabetes Mellitus, Type 2"
RASD1,"Diabetes Mellitus, Type 2"
IL17D,"Diabetes Mellitus, Type 2"
TLR9,"Diabetes Mellitus, Type 2"
TERF2IP,"Diabetes Mellitus, Type 2"
ARL15,"Diabetes Mellitus, Type 2"
GATAD2A,"Diabetes Mellitus, Type 2"
CDCA8,"Diabetes Mellitus, Type 2"
LARP6,"Diabetes Mellitus, Type 2"
SAGE1,"Diabetes Mellitus, Type 2"
ATF7IP,"Diabetes Mellitus, Type 2"
VPS35,"Diabetes Mellitus, Type 2"
UGGT2,"Diabetes Mellitus, Type 2"
CISD1,"Diabetes Mellitus, Type 2"
NKRF,"Diabetes Mellitus, Type 2"
ALG1,"Diabetes Mellitus, Type 2"
PCDHA6,"Diabetes Mellitus, Type 2"
CELF4,"Diabetes Mellitus, Type 2"
HYMAI,"Diabetes Mellitus, Type 2"
PNPLA2,"Diabetes Mellitus, Type 2"
CD177,"Diabetes Mellitus, Type 2"
PELI1,"Diabetes Mellitus, Type 2"
ATP10A,"Diabetes Mellitus, Type 2"
KIR2DL5A,"Diabetes Mellitus, Type 2"
GJD2,"Diabetes Mellitus, Type 2"
ABHD6,"Diabetes Mellitus, Type 2"
TMIGD3,"Diabetes Mellitus, Type 2"
KLHL42,"Diabetes Mellitus, Type 2"
HAMP,"Diabetes Mellitus, Type 2"
LGR6,"Diabetes Mellitus, Type 2"
IGAN1,"Diabetes Mellitus, Type 2"
PRDM16,"Diabetes Mellitus, Type 2"
ABCG8,"Diabetes Mellitus, Type 2"
HHIP,"Diabetes Mellitus, Type 2"
PDIA2,"Diabetes Mellitus, Type 2"
ACD,"Diabetes Mellitus, Type 2"
VKORC1,"Diabetes Mellitus, Type 2"
ALG8,"Diabetes Mellitus, Type 2"
ANKRD55,"Diabetes Mellitus, Type 2"
BBS10,"Diabetes Mellitus, Type 2"
ATAT1,"Diabetes Mellitus, Type 2"
FLAD1,"Diabetes Mellitus, Type 2"
HM13,"Diabetes Mellitus, Type 2"
CCM2,"Diabetes Mellitus, Type 2"
SESN2,"Diabetes Mellitus, Type 2"
TAS1R3,"Diabetes Mellitus, Type 2"
IMMP2L,"Diabetes Mellitus, Type 2"
ARID5B,"Diabetes Mellitus, Type 2"
TCHP,"Diabetes Mellitus, Type 2"
L3MBTL3,"Diabetes Mellitus, Type 2"
NKX6-2,"Diabetes Mellitus, Type 2"
UBASH3B,"Diabetes Mellitus, Type 2"
ABCC11,"Diabetes Mellitus, Type 2"
EXOC3L2,"Diabetes Mellitus, Type 2"
SYT12,"Diabetes Mellitus, Type 2"
DNER,"Diabetes Mellitus, Type 2"
FOXP2,"Diabetes Mellitus, Type 2"
SFXN1,"Diabetes Mellitus, Type 2"
PRRT2,"Diabetes Mellitus, Type 2"
C1QTNF3,"Diabetes Mellitus, Type 2"
SLC26A9,"Diabetes Mellitus, Type 2"
TADA1,"Diabetes Mellitus, Type 2"
THEM4,"Diabetes Mellitus, Type 2"
MRGPRX3,"Diabetes Mellitus, Type 2"
MRGPRX4,"Diabetes Mellitus, Type 2"
SPPL3,"Diabetes Mellitus, Type 2"
OR2T4,"Diabetes Mellitus, Type 2"
GPR151,"Diabetes Mellitus, Type 2"
OR1N1,"Diabetes Mellitus, Type 2"
SESN3,"Diabetes Mellitus, Type 2"
OR2AG1,"Diabetes Mellitus, Type 2"
NRG4,"Diabetes Mellitus, Type 2"
BEAN1,"Diabetes Mellitus, Type 2"
CILP2,"Diabetes Mellitus, Type 2"
PTPRVP,"Diabetes Mellitus, Type 2"
FAM78B,"Diabetes Mellitus, Type 2"
SH3D19,"Diabetes Mellitus, Type 2"
SLC16A11,"Diabetes Mellitus, Type 2"
TMPRSS6,"Diabetes Mellitus, Type 2"
OXER1,"Diabetes Mellitus, Type 2"
SGMS2,"Diabetes Mellitus, Type 2"
NLRP6,"Diabetes Mellitus, Type 2"
SLC16A13,"Diabetes Mellitus, Type 2"
Mar.08,"Diabetes Mellitus, Type 2"
KIF6,"Diabetes Mellitus, Type 2"
GPRC6A,"Diabetes Mellitus, Type 2"
SPESP1,"Diabetes Mellitus, Type 2"
MRGPRX1,"Diabetes Mellitus, Type 2"
HECTD4,"Diabetes Mellitus, Type 2"
KSR2,"Diabetes Mellitus, Type 2"
LAMA1,"Diabetes Mellitus, Type 2"
SLC9C1,"Diabetes Mellitus, Type 2"
FFAR4,"Diabetes Mellitus, Type 2"
OR14K1,"Diabetes Mellitus, Type 2"
ZACN,"Diabetes Mellitus, Type 2"
FABP5P1,"Diabetes Mellitus, Type 2"
CCL4L1,"Diabetes Mellitus, Type 2"
OR6Y1,"Diabetes Mellitus, Type 2"
OR2AK2,"Diabetes Mellitus, Type 2"
AGMO,"Diabetes Mellitus, Type 2"
LINC01194,"Diabetes Mellitus, Type 2"
MIR107,"Diabetes Mellitus, Type 2"
MIR144,"Diabetes Mellitus, Type 2"
MIR150,"Diabetes Mellitus, Type 2"
MIR182,"Diabetes Mellitus, Type 2"
MIR187,"Diabetes Mellitus, Type 2"
MIR192,"Diabetes Mellitus, Type 2"
MIR21,"Diabetes Mellitus, Type 2"
MIR223,"Diabetes Mellitus, Type 2"
MIR34A,"Diabetes Mellitus, Type 2"
TNFSF12-TNFSF13,"Diabetes Mellitus, Type 2"
VN1R17P,"Diabetes Mellitus, Type 2"
GPR166P,"Diabetes Mellitus, Type 2"
BW61,"Diabetes Mellitus, Type 2"
BW62,"Diabetes Mellitus, Type 2"
MIR483,"Diabetes Mellitus, Type 2"
